enrollment_id,student_id,course_id,enrollment_date,enrollment_status,semester,year,final_grade,grade_points,attendance_rate,assignment_avg,exam_score,project_score,participation_score,total_score,feedback,created_at
743,172,34,2025-10-12,registered,Fall,2025,,,85.98,76.52,57.38,70.44,80.70,69.32,Needs to put more effort into assignments.,2025-12-05T23:12:46.7600000
744,106,19,2025-11-30,registered,Fall,2025,,,78.98,70.23,83.24,87.96,93.25,81.27,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7600000
745,238,82,2025-11-19,registered,Fall,2025,,,81.37,67.24,76.13,93.42,95.00,78.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7633333
746,42,28,2025-11-20,registered,Fall,2025,,,76.76,98.18,84.33,81.87,87.76,87.01,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7633333
747,42,6,2025-11-07,registered,Fall,2025,,,80.33,99.11,57.18,78.15,84.41,75.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7666667
748,145,51,2025-11-24,registered,Fall,2025,,,75.41,82.70,64.99,97.78,90.83,77.96,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7700000
749,248,76,2025-11-28,registered,Fall,2025,,,75.81,96.32,63.29,92.83,87.78,79.68,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7700000
750,135,53,2025-11-25,registered,Fall,2025,,,95.69,66.94,64.57,98.81,80.32,74.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7733333
751,249,63,2025-10-22,registered,Fall,2025,,,79.67,65.28,91.73,92.91,83.23,83.24,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7766667
752,238,73,2025-11-02,registered,Fall,2025,,,92.80,88.11,67.96,81.21,83.20,78.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7766667
753,250,87,2025-10-16,registered,Fall,2025,,,77.11,97.95,58.84,71.25,84.89,74.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7800000
754,33,18,2025-11-07,registered,Fall,2025,,,93.31,77.14,71.15,72.11,86.60,76.55,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7800000
755,164,44,2025-12-03,registered,Fall,2025,,,78.58,88.71,74.50,75.60,90.88,80.26,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7833333
756,52,26,2025-11-05,withdrawn,Fall,2025,,,98.49,67.56,83.26,88.88,84.41,81.82,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7866667
757,227,62,2025-10-29,registered,Fall,2025,,,84.85,88.72,58.03,85.83,93.72,76.12,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7866667
758,43,2,2025-10-13,registered,Fall,2025,,,93.98,66.45,89.93,70.50,88.59,81.42,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7900000
759,178,60,2025-12-04,withdrawn,Fall,2025,,,86.45,70.36,65.44,76.59,86.47,72.55,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7900000
760,112,20,2025-10-07,registered,Fall,2025,,,94.96,93.71,60.02,80.95,95.16,78.59,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.7933333
761,137,58,2025-11-26,registered,Fall,2025,,,91.31,84.78,95.88,93.34,97.22,92.40,N'Excellent performance,keep it up!',2025-12-05T23:12:46.7933333
762,98,13,2025-12-05,registered,Fall,2025,,,97.62,95.10,70.82,75.17,86.29,81.77,N'Good work,showing consistent effort.',2025-12-05T23:12:46.7966667
763,262,69,2025-10-22,registered,Fall,2025,,,83.17,69.22,82.44,73.32,98.08,79.40,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8000000
764,254,62,2025-11-09,registered,Fall,2025,,,86.17,96.19,59.55,97.35,89.95,80.08,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8000000
765,110,8,2025-10-28,registered,Fall,2025,,,99.86,65.56,62.13,71.57,80.12,69.98,Needs to put more effort into assignments.,2025-12-05T23:12:46.8000000
766,132,55,2025-10-25,registered,Fall,2025,,,85.84,81.39,62.26,83.04,88.09,75.10,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8033333
767,229,81,2025-10-09,registered,Fall,2025,,,84.36,99.42,87.84,91.68,92.41,91.42,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8066667
768,151,50,2025-10-29,registered,Fall,2025,,,92.61,72.70,96.59,91.95,90.10,88.87,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8100000
769,16,4,2025-10-25,registered,Fall,2025,,,85.14,92.37,74.84,99.99,93.02,85.84,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8100000
770,80,11,2025-10-27,registered,Fall,2025,,,78.98,90.04,77.98,90.32,98.97,85.05,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8100000
771,36,14,2025-10-13,registered,Fall,2025,,,83.82,98.60,56.62,89.96,87.90,77.96,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8133333
772,216,83,2025-10-29,registered,Fall,2025,,,86.92,79.40,99.13,72.92,83.26,87.46,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8166667
773,105,21,2025-10-22,registered,Fall,2025,,,98.08,77.37,77.42,93.56,93.00,83.45,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8166667
774,233,68,2025-10-17,registered,Fall,2025,,,99.22,80.32,91.85,89.46,80.89,88.25,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8200000
775,185,45,2025-11-12,registered,Fall,2025,,,81.71,84.30,97.17,94.15,81.14,90.35,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8200000
776,279,90,2025-11-13,dropped,Fall,2025,,,88.69,91.11,98.00,71.75,99.38,91.55,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8233333
777,117,6,2025-11-06,registered,Fall,2025,,,76.81,72.37,72.64,96.00,97.72,79.00,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8266667
778,43,6,2025-11-20,registered,Fall,2025,,,79.38,82.56,98.97,76.99,90.50,88.76,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8300000
779,275,90,2025-12-04,registered,Fall,2025,,,78.12,73.05,85.06,85.55,99.68,82.90,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8300000
780,154,56,2025-11-02,registered,Fall,2025,,,86.68,78.54,70.55,71.30,94.27,76.65,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8300000
781,136,47,2025-10-21,registered,Fall,2025,,,93.74,92.09,93.90,92.87,91.63,93.05,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8333333
782,187,42,2025-11-01,registered,Fall,2025,,,91.75,84.73,61.68,94.08,85.08,77.65,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8366667
783,196,43,2025-11-04,registered,Fall,2025,,,98.44,86.42,69.77,78.87,97.62,80.95,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8400000
784,64,4,2025-11-24,registered,Fall,2025,,,86.43,89.41,58.29,80.92,80.70,74.52,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8400000
785,120,9,2025-11-12,registered,Fall,2025,,,79.51,98.88,65.07,87.11,86.23,80.39,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8433333
786,296,69,2025-10-11,dropped,Fall,2025,,,92.30,68.15,94.21,80.89,96.18,85.70,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8433333
787,29,19,2025-10-08,registered,Fall,2025,,,95.75,75.25,93.78,96.91,93.18,89.75,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8466667
788,139,46,2025-11-12,withdrawn,Fall,2025,,,93.44,72.45,98.06,84.52,98.02,89.16,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8466667
789,237,81,2025-11-14,dropped,Fall,2025,,,86.61,93.17,61.88,96.74,97.20,80.94,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8500000
790,277,73,2025-11-21,registered,Fall,2025,,,87.11,82.85,71.71,82.55,88.61,79.35,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8500000
791,36,17,2025-11-08,registered,Fall,2025,,,95.10,85.97,74.05,70.76,96.04,80.84,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8533333
792,180,43,2025-10-20,registered,Fall,2025,,,89.85,77.10,98.29,71.19,87.76,87.03,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8566667
793,172,32,2025-11-03,registered,Fall,2025,,,78.78,78.24,60.08,93.17,84.18,73.86,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8566667
794,19,16,2025-11-24,registered,Fall,2025,,,77.73,75.48,58.33,93.90,97.64,73.82,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8600000
795,99,13,2025-10-23,registered,Fall,2025,,,89.75,65.65,86.04,94.21,95.51,83.49,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8600000
796,251,89,2025-12-05,registered,Fall,2025,,,88.25,69.32,70.74,89.08,88.96,76.71,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8633333
797,169,51,2025-12-03,withdrawn,Fall,2025,,,90.84,87.98,61.26,91.90,92.45,78.61,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8633333
798,292,89,2025-11-01,registered,Fall,2025,,,93.99,96.67,55.23,86.18,84.67,77.05,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8666667
799,292,79,2025-10-24,registered,Fall,2025,,,81.14,97.52,55.33,77.45,99.37,76.18,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8700000
800,72,21,2025-11-12,withdrawn,Fall,2025,,,97.62,66.61,98.64,88.11,94.60,88.55,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8700000
801,216,69,2025-10-30,dropped,Fall,2025,,,87.57,77.15,71.16,90.11,98.81,79.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8733333
802,14,4,2025-10-21,registered,Fall,2025,,,95.10,69.86,55.50,86.00,84.60,70.54,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8733333
803,238,68,2025-11-25,registered,Fall,2025,,,81.36,69.23,81.19,77.81,87.29,78.32,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8766667
804,99,28,2025-10-07,registered,Fall,2025,,,77.43,85.18,92.45,98.08,81.53,88.88,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8800000
805,245,86,2025-10-17,registered,Fall,2025,,,79.15,95.43,92.31,83.05,85.80,89.73,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8800000
806,258,61,2025-11-12,registered,Fall,2025,,,82.95,73.40,64.86,99.60,87.11,76.24,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8833333
807,133,35,2025-11-01,registered,Fall,2025,,,99.66,65.10,93.51,84.08,83.74,84.63,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8833333
808,244,90,2025-11-15,registered,Fall,2025,,,87.95,89.07,99.18,71.23,99.26,91.35,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8866667
809,95,14,2025-10-17,registered,Fall,2025,,,95.17,94.97,92.34,85.93,96.49,92.73,N'Excellent performance,keep it up!',2025-12-05T23:12:46.8900000
810,8,8,2025-11-02,registered,Fall,2025,,,75.86,93.19,92.47,73.78,91.26,88.06,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8900000
811,83,4,2025-10-18,registered,Fall,2025,,,94.83,90.30,60.17,70.09,87.57,75.40,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8933333
812,117,22,2025-10-23,registered,Fall,2025,,,75.96,92.32,83.07,88.04,83.37,85.45,N'Good work,showing consistent effort.',2025-12-05T23:12:46.8933333
813,261,68,2025-11-02,registered,Fall,2025,,,82.64,68.08,59.36,92.98,96.20,72.60,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.8966667
814,87,21,2025-10-17,registered,Fall,2025,,,95.43,75.42,78.90,87.19,80.47,81.08,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9000000
815,87,13,2025-10-26,registered,Fall,2025,,,95.63,76.77,73.45,96.90,95.45,82.22,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9000000
816,112,22,2025-11-07,registered,Fall,2025,,,99.80,75.13,88.44,92.81,86.11,86.67,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9033333
817,24,1,2025-10-28,registered,Fall,2025,,,78.36,69.05,92.80,86.74,94.03,84.63,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9033333
818,110,6,2025-11-27,registered,Fall,2025,,,80.25,67.89,88.23,99.21,88.57,84.03,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9066667
819,73,15,2025-10-26,registered,Fall,2025,,,79.08,67.49,61.63,97.67,96.32,73.72,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9100000
820,35,30,2025-10-29,registered,Fall,2025,,,77.81,99.76,99.61,82.31,96.95,94.61,N'Excellent performance,keep it up!',2025-12-05T23:12:46.9100000
821,170,53,2025-10-28,registered,Fall,2025,,,82.31,96.54,89.39,71.88,84.17,87.32,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9133333
822,258,88,2025-10-21,registered,Fall,2025,,,96.24,76.82,57.72,93.52,83.70,74.32,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9133333
823,237,87,2025-10-25,registered,Fall,2025,,,84.71,70.03,74.06,85.07,99.39,78.30,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9166667
824,260,87,2025-11-14,registered,Fall,2025,,,91.27,73.04,77.19,78.87,93.14,79.41,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9200000
825,228,61,2025-11-01,registered,Fall,2025,,,89.52,99.55,63.61,74.00,89.03,79.29,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9200000
826,68,15,2025-10-31,registered,Fall,2025,,,85.15,88.64,84.24,87.98,81.81,85.75,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9200000
827,100,15,2025-10-24,registered,Fall,2025,,,93.30,85.01,64.04,87.36,81.07,77.41,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9233333
828,136,50,2025-10-14,registered,Fall,2025,,,82.52,65.01,84.16,97.35,85.95,81.37,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9266667
829,48,17,2025-11-29,registered,Fall,2025,,,79.58,87.36,77.83,96.04,98.59,85.20,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9266667
830,50,25,2025-10-17,registered,Fall,2025,,,85.96,79.22,61.57,70.58,86.91,72.31,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9300000
831,103,24,2025-11-09,registered,Fall,2025,,,83.83,72.51,88.84,76.50,97.52,83.27,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9300000
832,158,33,2025-11-22,registered,Fall,2025,,,97.13,95.21,56.15,96.30,96.57,80.08,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9333333
833,23,23,2025-11-06,registered,Fall,2025,,,92.65,98.41,77.82,97.95,81.42,87.83,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9366667
834,72,27,2025-11-11,dropped,Fall,2025,,,79.36,94.08,87.50,73.21,82.01,85.64,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9366667
835,16,9,2025-10-29,registered,Fall,2025,,,84.95,92.36,83.85,98.37,88.39,88.72,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9400000
836,67,6,2025-10-17,registered,Fall,2025,,,78.08,92.36,96.30,83.90,87.40,90.74,N'Excellent performance,keep it up!',2025-12-05T23:12:46.9400000
837,54,7,2025-10-07,registered,Fall,2025,,,75.92,65.55,74.57,95.62,92.03,77.35,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9433333
838,128,48,2025-10-30,registered,Fall,2025,,,82.55,93.00,88.25,84.18,98.49,89.28,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9466667
839,180,60,2025-10-30,registered,Fall,2025,,,76.80,85.52,75.57,82.09,81.67,79.77,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9466667
840,244,61,2025-10-12,registered,Fall,2025,,,75.42,90.26,63.66,94.36,86.28,78.35,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9500000
841,206,33,2025-10-29,registered,Fall,2025,,,96.39,77.97,73.29,92.61,85.91,80.93,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9500000
842,194,51,2025-11-26,registered,Fall,2025,,,91.19,68.41,94.56,97.12,90.70,87.68,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9533333
843,53,7,2025-10-17,registered,Fall,2025,,,83.89,91.55,75.90,93.53,92.75,84.94,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9566667
844,18,8,2025-11-11,registered,Fall,2025,,,77.05,80.23,88.43,71.10,95.44,83.34,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9566667
845,94,14,2025-11-28,registered,Fall,2025,,,81.45,84.72,78.61,71.78,99.33,81.47,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9600000
846,163,50,2025-11-28,registered,Fall,2025,,,98.26,69.59,90.32,91.35,91.96,86.25,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9600000
847,197,39,2025-10-24,registered,Fall,2025,,,84.50,91.76,77.71,88.63,90.35,84.80,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9633333
848,111,25,2025-10-07,registered,Fall,2025,,,93.09,68.64,68.39,99.01,90.22,77.70,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9666667
849,209,51,2025-12-02,registered,Fall,2025,,,89.57,69.40,83.66,73.42,87.49,79.53,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9666667
850,98,8,2025-11-14,registered,Fall,2025,,,78.89,94.57,87.86,75.56,98.41,87.85,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9700000
851,136,52,2025-11-28,registered,Fall,2025,,,99.04,87.60,91.84,75.61,89.47,88.83,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9700000
852,170,56,2025-10-31,registered,Fall,2025,,,89.69,90.16,76.25,70.24,96.08,82.15,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9733333
853,294,84,2025-11-27,registered,Fall,2025,,,96.23,81.57,77.31,92.25,91.54,83.93,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9733333
854,73,12,2025-11-21,withdrawn,Fall,2025,,,83.03,79.20,66.51,90.64,85.13,76.82,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9766667
855,299,72,2025-11-21,registered,Fall,2025,,,79.65,66.27,99.41,91.52,93.93,87.42,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9800000
856,55,12,2025-11-05,registered,Fall,2025,,,77.07,65.80,98.68,77.64,97.04,84.98,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9800000
857,175,58,2025-10-13,registered,Fall,2025,,,85.59,77.30,78.03,91.97,92.51,82.14,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9833333
858,180,50,2025-10-29,registered,Fall,2025,,,92.14,95.65,68.74,73.86,95.24,81.23,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9866667
859,263,74,2025-10-22,registered,Fall,2025,,,90.60,86.20,63.07,96.87,86.45,79.01,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9866667
860,234,90,2025-11-06,registered,Fall,2025,,,81.36,72.55,59.65,99.74,98.58,74.95,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9900000
861,180,39,2025-10-15,registered,Fall,2025,,,78.13,67.54,79.91,84.93,89.39,78.34,N'Satisfactory,room for improvement.',2025-12-05T23:12:46.9900000
862,52,18,2025-11-23,registered,Fall,2025,,,96.65,97.63,81.52,84.54,96.62,89.02,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9933333
863,216,81,2025-11-10,registered,Fall,2025,,,93.38,68.49,85.11,96.79,99.16,84.94,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9966667
864,211,79,2025-12-02,registered,Fall,2025,,,88.67,99.08,87.57,76.24,80.55,88.16,N'Good work,showing consistent effort.',2025-12-05T23:12:46.9966667
865,200,47,2025-10-10,registered,Fall,2025,,,89.61,74.41,84.27,78.25,81.66,81.18,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0000000
866,226,88,2025-10-26,registered,Fall,2025,,,86.52,65.73,67.06,77.83,88.67,72.45,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0000000
867,273,83,2025-10-24,registered,Fall,2025,,,88.97,86.70,79.81,89.48,89.99,84.92,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0033333
868,277,75,2025-10-25,registered,Fall,2025,,,97.38,74.89,61.63,96.54,99.69,77.56,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0033333
869,16,5,2025-11-01,registered,Fall,2025,,,91.91,88.52,67.02,91.87,85.78,80.49,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0066667
870,292,77,2025-10-27,registered,Fall,2025,,,98.05,86.51,61.13,71.08,87.14,75.26,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0100000
871,81,4,2025-11-30,dropped,Fall,2025,,,89.98,99.52,96.95,78.89,87.87,93.28,N'Excellent performance,keep it up!',2025-12-05T23:12:47.0100000
872,173,33,2025-11-13,registered,Fall,2025,,,86.04,95.33,60.32,88.06,95.16,79.29,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0133333
873,43,3,2025-10-31,registered,Fall,2025,,,85.87,80.02,61.84,80.32,90.33,74.41,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0133333
874,16,27,2025-10-17,registered,Fall,2025,,,84.23,85.79,86.61,95.13,97.40,88.52,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0166667
875,103,2,2025-10-26,withdrawn,Fall,2025,,,82.99,92.21,84.08,85.67,99.43,87.78,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0200000
876,6,2,2025-10-08,registered,Fall,2025,,,95.10,81.30,94.29,70.93,87.57,86.95,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0200000
877,278,77,2025-10-17,withdrawn,Fall,2025,,,80.91,69.35,72.03,90.65,89.04,76.74,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0233333
878,28,6,2025-11-14,registered,Fall,2025,,,84.41,65.67,60.15,87.38,83.20,70.35,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0233333
879,194,31,2025-11-19,registered,Fall,2025,,,90.00,74.29,85.34,85.86,86.85,83.27,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0266667
880,260,66,2025-10-16,registered,Fall,2025,,,77.31,72.45,69.92,82.29,84.18,74.57,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0266667
881,299,74,2025-10-21,registered,Fall,2025,,,84.75,96.18,99.31,82.93,87.96,93.48,N'Excellent performance,keep it up!',2025-12-05T23:12:47.0300000
882,277,87,2025-10-25,registered,Fall,2025,,,87.01,79.62,87.47,81.72,95.24,85.38,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0300000
883,121,46,2025-11-02,registered,Fall,2025,,,76.31,98.60,94.11,98.78,91.33,93.88,N'Excellent performance,keep it up!',2025-12-05T23:12:47.0333333
884,274,79,2025-11-24,registered,Fall,2025,,,79.15,72.89,82.15,90.57,93.64,81.95,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0366667
885,70,16,2025-12-02,registered,Fall,2025,,,79.43,83.29,86.39,83.61,94.69,85.33,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0366667
886,250,63,2025-10-28,registered,Fall,2025,,,88.06,68.93,75.98,82.09,84.07,77.15,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0400000
887,42,13,2025-10-19,registered,Fall,2025,,,92.51,97.57,59.83,97.68,81.03,80.33,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0400000
888,226,68,2025-11-27,registered,Fall,2025,,,97.88,87.84,67.00,94.21,89.55,81.63,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0433333
889,202,34,2025-12-03,registered,Fall,2025,,,81.81,99.45,63.89,96.53,99.92,83.07,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0466667
890,249,85,2025-11-18,registered,Fall,2025,,,78.06,97.78,83.28,96.08,86.04,88.58,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0466667
891,223,66,2025-10-29,registered,Fall,2025,,,77.55,79.77,97.08,91.02,98.05,89.99,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0500000
892,57,18,2025-11-26,registered,Fall,2025,,,80.41,97.96,79.87,88.30,85.63,86.29,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0500000
893,269,65,2025-11-07,registered,Fall,2025,,,91.74,97.47,68.01,76.99,81.47,80.44,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0533333
894,116,5,2025-11-08,registered,Fall,2025,,,77.10,94.94,72.60,97.40,81.47,83.24,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0566667
895,23,7,2025-11-06,registered,Fall,2025,,,87.49,89.34,68.21,96.74,80.99,80.98,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0600000
896,207,38,2025-11-13,registered,Fall,2025,,,81.52,92.39,70.91,86.13,97.92,82.33,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0600000
897,222,71,2025-10-11,registered,Fall,2025,,,93.60,90.64,62.08,70.57,92.21,76.66,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0600000
898,18,15,2025-11-11,registered,Fall,2025,,,76.32,74.34,55.86,95.68,93.73,72.29,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0633333
899,78,3,2025-11-21,registered,Fall,2025,,,85.97,94.47,70.09,77.78,82.73,80.19,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0666667
900,24,21,2025-11-28,registered,Fall,2025,,,89.11,73.95,80.41,81.93,85.64,80.42,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0666667
901,235,79,2025-10-25,registered,Fall,2025,,,78.48,77.82,72.21,90.77,88.63,78.67,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0700000
902,267,90,2025-11-17,registered,Fall,2025,,,81.44,88.68,76.95,75.37,82.11,80.61,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0733333
903,241,61,2025-11-22,registered,Fall,2025,,,88.37,66.42,95.76,78.12,95.03,84.97,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0733333
904,6,20,2025-11-28,registered,Fall,2025,,,90.21,94.74,65.25,70.37,91.09,78.47,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0766667
905,190,46,2025-11-14,withdrawn,Fall,2025,,,90.19,71.70,78.55,71.92,85.89,77.74,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0766667
906,150,51,2025-10-24,dropped,Fall,2025,,,85.22,92.24,97.04,99.13,93.37,94.60,N'Excellent performance,keep it up!',2025-12-05T23:12:47.0800000
907,160,53,2025-10-12,registered,Fall,2025,,,88.90,93.88,97.13,78.90,87.24,91.77,N'Excellent performance,keep it up!',2025-12-05T23:12:47.0800000
908,42,15,2025-10-31,registered,Fall,2025,,,99.68,68.00,58.11,99.96,88.12,74.02,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0833333
909,42,8,2025-11-02,registered,Fall,2025,,,75.88,85.42,76.76,98.78,87.01,83.17,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0866667
910,10,29,2025-11-29,registered,Fall,2025,,,84.56,84.10,73.08,90.75,97.18,82.04,N'Good work,showing consistent effort.',2025-12-05T23:12:47.0900000
911,205,49,2025-10-22,registered,Fall,2025,,,83.32,85.73,63.68,73.54,90.44,75.31,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0900000
912,59,18,2025-11-19,registered,Fall,2025,,,87.81,80.26,66.78,76.25,90.21,76.02,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.0933333
