record_id,student_id,course_id,semester,year,grade,grade_points,status,credits_earned,created_at
2062,26,28,Fall,2021,F,0.00,completed,0,2025-10-02T23:12:40.3566667
2063,191,45,Spring,2024,C,2.00,completed,4,2025-08-26T23:12:40.3566667
2064,164,51,Fall,2023,F,0.00,completed,0,2025-10-20T23:12:40.3600000
2065,208,54,Spring,2022,C+,2.70,completed,3,2025-02-21T23:12:40.3600000
2066,46,4,Fall,2021,D,1.00,completed,0,2025-11-19T23:12:40.3600000
2067,51,10,Fall,2022,B+,3.50,completed,4,2025-04-08T23:12:40.3633333
2068,263,81,Fall,2023,C+,2.70,completed,5,2025-08-04T23:12:40.3633333
2069,254,90,Spring,2021,B,3.00,completed,5,2025-03-14T23:12:40.3666667
2070,53,16,Fall,2021,C+,2.70,completed,4,2025-01-04T23:12:40.3666667
2071,72,22,Fall,2024,B,3.00,completed,5,2024-09-05T23:12:40.3666667
2072,249,80,Fall,2022,C+,2.70,completed,4,2025-05-13T23:12:40.3700000
2073,249,88,Spring,2023,B,3.00,completed,5,2024-08-11T23:12:40.3700000
2074,56,27,Spring,2022,B,3.00,completed,3,2025-04-12T23:12:40.3700000
2075,162,33,Spring,2021,C+,2.70,completed,4,2024-08-23T23:12:40.3733333
2076,140,31,Spring,2022,C+,2.70,completed,4,2025-05-31T23:12:40.3733333
2077,189,32,Spring,2022,A,4.00,completed,4,2025-06-25T23:12:40.3766667
2078,84,15,Spring,2024,D,1.00,completed,0,2024-10-28T23:12:40.3766667
2079,248,85,Spring,2021,A,4.00,completed,3,2025-04-28T23:12:40.3800000
2080,77,15,Spring,2023,B,3.00,completed,4,2025-03-28T23:12:40.3800000
2081,137,47,Spring,2021,A,4.00,completed,4,2025-08-12T23:12:40.3800000
2082,156,54,Spring,2022,F,0.00,completed,0,2025-01-28T23:12:40.3833333
2083,123,39,Spring,2024,F,0.00,completed,0,2025-02-04T23:12:40.3833333
2084,277,82,Spring,2021,B+,3.50,completed,3,2025-07-25T23:12:40.3866667
2085,100,2,Fall,2023,A,4.00,completed,4,2025-03-30T23:12:40.3866667
2086,115,9,Fall,2021,C,2.00,completed,4,2025-01-13T23:12:40.3900000
2087,216,79,Fall,2021,B+,3.50,completed,4,2025-03-07T23:12:40.3900000
2088,18,27,Spring,2022,C+,2.70,completed,3,2024-12-30T23:12:40.3900000
2089,158,44,Fall,2023,A,4.00,completed,3,2024-09-07T23:12:40.3900000
2090,122,54,Spring,2022,C+,2.70,completed,3,2024-08-16T23:12:40.3933333
2091,158,32,Fall,2023,B,3.00,completed,4,2025-10-05T23:12:40.3933333
2092,28,13,Spring,2022,D,1.00,completed,0,2025-08-30T23:12:40.3966667
2093,207,58,Fall,2024,B,3.00,completed,5,2025-10-12T23:12:40.4000000
2094,33,15,Fall,2021,A,4.00,completed,4,2024-10-24T23:12:40.4000000
2095,235,64,Spring,2022,C+,2.70,completed,4,2025-03-12T23:12:40.4000000
2096,128,38,Spring,2021,A,4.00,completed,4,2025-08-22T23:12:40.4033333
2097,61,2,Spring,2021,B,3.00,completed,4,2024-09-13T23:12:40.4033333
2098,131,56,Spring,2024,C+,2.70,completed,5,2025-10-08T23:12:40.4066667
2099,128,57,Spring,2023,B,3.00,completed,5,2025-08-08T23:12:40.4066667
2100,10,24,Fall,2024,D,1.00,completed,0,2025-06-06T23:12:40.4100000
2101,112,9,Spring,2021,C,2.00,completed,4,2025-07-15T23:12:40.4100000
2102,254,83,Spring,2022,C,2.00,completed,5,2025-08-05T23:12:40.4100000
2103,239,72,Fall,2021,F,0.00,completed,0,2024-09-28T23:12:40.4100000
2104,54,11,Spring,2022,C+,2.70,completed,4,2025-09-21T23:12:40.4133333
2105,261,65,Spring,2024,D,1.00,completed,0,2025-02-17T23:12:40.4133333
2106,166,49,Spring,2022,A,4.00,completed,4,2024-11-02T23:12:40.4166667
2107,136,54,Spring,2024,C+,2.70,completed,3,2024-08-06T23:12:40.4166667
2108,136,34,Spring,2023,A,4.00,completed,4,2025-10-17T23:12:40.4200000
2109,264,90,Spring,2023,C,2.00,completed,5,2024-09-09T23:12:40.4200000
2110,5,14,Spring,2022,C+,2.70,completed,3,2025-01-27T23:12:40.4200000
2111,281,67,Spring,2024,C+,2.70,completed,4,2025-07-17T23:12:40.4233333
2112,31,26,Fall,2023,C+,2.70,completed,5,2024-10-01T23:12:40.4233333
2113,161,56,Fall,2021,C+,2.70,completed,5,2025-03-22T23:12:40.4266667
2114,247,64,Spring,2024,C,2.00,completed,4,2025-05-30T23:12:40.4300000
2115,188,48,Fall,2022,F,0.00,completed,0,2025-09-07T23:12:40.4300000
2116,151,33,Spring,2024,C+,2.70,completed,4,2025-11-04T23:12:40.4300000
2117,192,47,Spring,2021,B+,3.50,completed,4,2025-02-23T23:12:40.4333333
2118,114,3,Spring,2022,C+,2.70,completed,4,2025-03-26T23:12:40.4333333
2119,81,19,Spring,2021,C,2.00,completed,4,2024-09-28T23:12:40.4366667
2120,264,74,Fall,2021,B,3.00,completed,4,2025-01-17T23:12:40.4366667
2121,42,9,Fall,2023,A,4.00,completed,4,2025-05-02T23:12:40.4400000
2122,193,43,Fall,2021,C,2.00,completed,3,2025-07-22T23:12:40.4400000
2123,160,58,Spring,2021,A,4.00,completed,5,2025-08-10T23:12:40.4400000
2124,238,69,Fall,2023,C+,2.70,completed,4,2025-05-06T23:12:40.4433333
2125,23,10,Fall,2023,C,2.00,completed,4,2024-12-23T23:12:40.4433333
2126,25,11,Spring,2021,D,1.00,completed,0,2025-02-05T23:12:40.4466667
2127,53,21,Spring,2021,C+,2.70,completed,5,2025-02-10T23:12:40.4466667
2128,39,9,Fall,2022,A,4.00,completed,4,2025-03-02T23:12:40.4500000
2129,198,47,Fall,2022,C+,2.70,completed,4,2025-09-02T23:12:40.4500000
2130,248,82,Spring,2023,C+,2.70,completed,3,2025-09-10T23:12:40.4500000
2131,39,14,Spring,2021,C+,2.70,completed,3,2024-10-20T23:12:40.4533333
2132,281,84,Spring,2021,A,4.00,completed,3,2024-12-26T23:12:40.4566667
2133,27,5,Spring,2022,B,3.00,completed,4,2024-09-10T23:12:40.4566667
2134,170,38,Spring,2023,A,4.00,completed,4,2024-12-02T23:12:40.4600000
2135,249,74,Fall,2024,C,2.00,completed,4,2025-11-24T23:12:40.4600000
2136,59,6,Spring,2021,C,2.00,completed,4,2024-09-12T23:12:40.4633333
2137,185,54,Fall,2023,D,1.00,completed,0,2025-03-12T23:12:40.4633333
2138,137,50,Spring,2021,B+,3.50,completed,4,2024-11-16T23:12:40.4666667
2139,177,45,Fall,2022,D,1.00,completed,0,2025-10-24T23:12:40.4700000
2140,18,17,Spring,2021,C+,2.70,completed,3,2025-10-10T23:12:40.4700000
2141,68,22,Spring,2022,A,4.00,completed,5,2025-03-29T23:12:40.4700000
2142,90,30,Fall,2021,B,3.00,completed,5,2025-03-07T23:12:40.4733333
2143,288,89,Fall,2024,C,2.00,completed,3,2024-11-22T23:12:40.4733333
2144,243,87,Fall,2024,B+,3.50,completed,5,2025-08-16T23:12:40.4766667
2145,73,29,Fall,2023,C+,2.70,completed,5,2024-11-27T23:12:40.4766667
2146,113,9,Spring,2024,C,2.00,completed,4,2024-08-04T23:12:40.4766667
2147,199,51,Spring,2021,C+,2.70,completed,5,2025-09-03T23:12:40.4800000
2148,44,24,Fall,2022,B,3.00,completed,3,2025-12-04T23:12:40.4800000
2149,197,55,Spring,2022,F,0.00,completed,0,2025-02-27T23:12:40.4833333
2150,145,35,Fall,2022,B,3.00,completed,4,2025-09-08T23:12:40.4833333
2151,141,59,Fall,2021,B+,3.50,completed,3,2025-06-11T23:12:40.4833333
2152,282,67,Fall,2022,C+,2.70,completed,4,2025-06-06T23:12:40.4866667
2153,5,18,Fall,2023,C+,2.70,completed,4,2025-11-26T23:12:40.4866667
2154,162,50,Spring,2024,C+,2.70,completed,4,2025-06-14T23:12:40.4900000
2155,24,5,Fall,2024,C,2.00,completed,4,2025-05-02T23:12:40.4900000
2156,57,12,Spring,2022,C+,2.70,completed,4,2024-12-25T23:12:40.4900000
2157,9,7,Spring,2021,A,4.00,completed,4,2025-06-05T23:12:40.4933333
2158,129,36,Spring,2022,B,3.00,completed,4,2024-12-11T23:12:40.4933333
2159,154,38,Spring,2022,C+,2.70,completed,4,2025-03-18T23:12:40.4966667
2160,160,43,Spring,2022,F,0.00,completed,0,2025-03-18T23:12:40.4966667
2161,286,71,Fall,2021,A,4.00,completed,4,2025-08-08T23:12:40.5000000
2162,187,52,Fall,2023,C+,2.70,completed,3,2025-02-14T23:12:40.5000000
2163,110,1,Spring,2022,D,1.00,completed,0,2025-05-20T23:12:40.5000000
2164,143,58,Fall,2022,C,2.00,completed,5,2024-09-23T23:12:40.5000000
2165,79,10,Fall,2021,B,3.00,completed,4,2025-02-06T23:12:40.5033333
2166,4,25,Spring,2021,C,2.00,completed,5,2025-02-27T23:12:40.5066667
2167,79,29,Spring,2022,F,0.00,completed,0,2025-08-18T23:12:40.5066667
2168,9,2,Fall,2024,C+,2.70,completed,4,2025-06-24T23:12:40.5066667
2169,148,45,Fall,2021,C+,2.70,completed,4,2025-01-17T23:12:40.5100000
2170,19,24,Fall,2023,C+,2.70,completed,3,2024-11-16T23:12:40.5100000
2171,175,52,Spring,2023,C+,2.70,completed,3,2025-05-23T23:12:40.5100000
2172,220,61,Fall,2022,C,2.00,completed,4,2025-11-04T23:12:40.5133333
2173,152,47,Spring,2024,D,1.00,completed,0,2024-08-30T23:12:40.5133333
2174,55,14,Spring,2023,B,3.00,completed,3,2024-09-05T23:12:40.5166667
2175,174,46,Spring,2023,C+,2.70,completed,4,2025-01-18T23:12:40.5200000
2176,8,18,Spring,2022,C+,2.70,completed,4,2025-10-16T23:12:40.5200000
2177,55,26,Fall,2024,A,4.00,completed,5,2025-10-09T23:12:40.5200000
2178,184,31,Spring,2022,B+,3.50,completed,4,2025-11-16T23:12:40.5233333
2179,183,45,Fall,2021,C,2.00,completed,4,2025-03-26T23:12:40.5233333
2180,97,12,Fall,2021,C,2.00,completed,4,2024-12-12T23:12:40.5266667
2181,86,12,Fall,2024,A,4.00,completed,4,2025-04-06T23:12:40.5266667
2182,21,12,Fall,2023,D,1.00,completed,0,2025-06-06T23:12:40.5300000
2183,42,12,Spring,2024,C+,2.70,completed,4,2025-10-30T23:12:40.5300000
2184,278,69,Spring,2021,A,4.00,completed,4,2025-08-21T23:12:40.5333333
2185,98,6,Fall,2023,C+,2.70,completed,4,2025-05-12T23:12:40.5366667
2186,108,18,Fall,2023,A,4.00,completed,4,2025-02-28T23:12:40.5366667
2187,291,65,Fall,2022,C+,2.70,completed,4,2025-05-30T23:12:40.5366667
2188,65,13,Spring,2023,C+,2.70,completed,3,2025-11-16T23:12:40.5400000
2189,153,40,Fall,2024,C+,2.70,completed,4,2025-06-20T23:12:40.5433333
2190,92,29,Spring,2023,B+,3.50,completed,5,2025-09-18T23:12:40.5433333
2191,266,67,Spring,2024,C,2.00,completed,4,2025-10-04T23:12:40.5433333
2192,280,74,Fall,2022,C+,2.70,completed,4,2024-08-23T23:12:40.5466667
2193,71,17,Fall,2021,C+,2.70,completed,3,2025-04-17T23:12:40.5466667
2194,232,72,Spring,2021,B,3.00,completed,4,2025-02-01T23:12:40.5500000
2195,150,56,Fall,2021,C,2.00,completed,5,2025-03-18T23:12:40.5500000
2196,291,74,Spring,2024,B+,3.50,completed,4,2024-07-31T23:12:40.5533333
2197,30,3,Spring,2022,F,0.00,completed,0,2025-01-04T23:12:40.5533333
2198,177,54,Fall,2024,F,0.00,completed,0,2025-08-24T23:12:40.5533333
2199,33,30,Fall,2024,A,4.00,completed,5,2025-09-14T23:12:40.5566667
2200,135,35,Fall,2024,D,1.00,completed,0,2025-03-09T23:12:40.5600000
2201,280,88,Spring,2022,C,2.00,completed,5,2025-01-27T23:12:40.5600000
2202,282,85,Spring,2021,D,1.00,completed,0,2025-06-06T23:12:40.5600000
2203,218,85,Fall,2021,B+,3.50,completed,3,2025-04-27T23:12:40.5600000
2204,286,90,Fall,2022,D,1.00,completed,0,2024-08-17T23:12:40.5633333
2205,19,30,Fall,2022,B,3.00,completed,5,2025-10-14T23:12:40.5633333
2206,229,79,Fall,2022,C+,2.70,completed,4,2025-05-01T23:12:40.5666667
2207,129,51,Fall,2021,C,2.00,completed,5,2025-04-06T23:12:40.5666667
2208,57,2,Fall,2024,C+,2.70,completed,4,2025-05-01T23:12:40.5700000
2209,220,80,Spring,2021,C+,2.70,completed,4,2025-10-29T23:12:40.5700000
2210,40,15,Fall,2024,C,2.00,completed,4,2024-10-24T23:12:40.5700000
2211,86,23,Spring,2023,C+,2.70,completed,3,2025-11-14T23:12:40.5733333
2212,162,37,Fall,2023,D,1.00,completed,0,2025-04-29T23:12:40.5766667
2213,268,70,Fall,2021,B+,3.50,completed,4,2024-09-05T23:12:40.5800000
2214,260,85,Spring,2023,B+,3.50,completed,3,2024-10-03T23:12:40.5800000
2215,250,71,Spring,2024,C,2.00,completed,4,2025-03-10T23:12:40.5833333
2216,211,81,Fall,2024,F,0.00,completed,0,2024-08-05T23:12:40.5833333
2217,25,23,Fall,2024,A,4.00,completed,3,2024-08-24T23:12:40.5866667
2218,154,46,Spring,2024,D,1.00,completed,0,2024-09-15T23:12:40.5866667
2219,115,6,Fall,2022,D,1.00,completed,0,2025-07-26T23:12:40.5900000
2220,130,58,Fall,2024,F,0.00,completed,0,2024-12-07T23:12:40.5900000
2221,242,69,Spring,2023,C,2.00,completed,4,2024-10-11T23:12:40.5900000
2222,92,5,Spring,2023,F,0.00,completed,0,2025-06-14T23:12:40.5933333
2223,260,61,Spring,2021,C+,2.70,completed,4,2025-03-22T23:12:40.5933333
2224,285,64,Fall,2024,B,3.00,completed,4,2024-08-27T23:12:40.5966667
2225,74,8,Fall,2021,C+,2.70,completed,4,2025-08-29T23:12:40.5966667
2226,12,15,Spring,2022,C,2.00,completed,4,2025-02-10T23:12:40.6000000
2227,128,53,Spring,2024,C,2.00,completed,5,2025-03-22T23:12:40.6000000
2228,275,65,Spring,2022,D,1.00,completed,0,2024-08-24T23:12:40.6000000
2229,26,2,Fall,2021,B+,3.50,completed,4,2025-09-06T23:12:40.6033333
2230,121,33,Fall,2024,A,4.00,completed,4,2025-10-31T23:12:40.6033333
2231,200,33,Spring,2023,C+,2.70,completed,4,2025-03-08T23:12:40.6066667
2232,259,81,Fall,2024,B,3.00,completed,5,2024-09-26T23:12:40.6066667
2233,207,56,Fall,2023,A,4.00,completed,5,2025-11-19T23:12:40.6100000
2234,41,1,Fall,2021,C+,2.70,completed,4,2024-11-05T23:12:40.6100000
2235,70,2,Spring,2022,C,2.00,completed,4,2025-01-21T23:12:40.6100000
2236,221,67,Fall,2021,C+,2.70,completed,4,2025-07-12T23:12:40.6133333
2237,249,77,Fall,2024,C+,2.70,completed,4,2025-12-01T23:12:40.6133333
2238,283,62,Fall,2021,F,0.00,completed,0,2025-01-01T23:12:40.6166667
2239,211,90,Fall,2023,B,3.00,completed,5,2025-04-13T23:12:40.6166667
2240,206,59,Fall,2023,C,2.00,completed,3,2025-11-17T23:12:40.6200000
2241,84,13,Spring,2022,C+,2.70,completed,3,2025-06-23T23:12:40.6200000
2242,164,58,Spring,2023,C+,2.70,completed,5,2025-09-07T23:12:40.6233333
2243,2,30,Spring,2023,C+,2.70,completed,5,2025-11-05T23:12:40.6233333
2244,227,75,Spring,2023,B,3.00,completed,4,2025-06-20T23:12:40.6233333
2245,215,69,Fall,2024,C,2.00,completed,4,2025-06-24T23:12:40.6266667
2246,240,88,Fall,2023,C+,2.70,completed,5,2025-05-18T23:12:40.6300000
2247,143,34,Spring,2023,C,2.00,completed,4,2025-07-07T23:12:40.6300000
2248,34,22,Fall,2021,C+,2.70,completed,5,2024-12-10T23:12:40.6300000
2249,192,32,Fall,2021,C+,2.70,completed,4,2024-07-25T23:12:40.6333333
2250,239,65,Fall,2024,C+,2.70,completed,4,2025-04-08T23:12:40.6366667
2251,117,5,Fall,2021,B+,3.50,completed,4,2025-09-26T23:12:40.6366667
2252,44,1,Spring,2024,F,0.00,completed,0,2025-02-12T23:12:40.6400000
2253,169,46,Fall,2024,C+,2.70,completed,4,2025-08-13T23:12:40.6400000
2254,259,62,Spring,2024,B,3.00,completed,4,2024-10-05T23:12:40.6433333
2255,58,17,Fall,2023,B+,3.50,completed,3,2025-07-31T23:12:40.6433333
2256,238,85,Spring,2024,C+,2.70,completed,3,2025-09-09T23:12:40.6466667
2257,139,57,Fall,2021,C+,2.70,completed,5,2024-12-10T23:12:40.6466667
2258,190,59,Spring,2023,D,1.00,completed,0,2025-03-05T23:12:40.6500000
2259,132,50,Spring,2022,B+,3.50,completed,4,2025-04-29T23:12:40.6533333
2260,284,69,Fall,2022,C,2.00,completed,4,2025-03-11T23:12:40.6533333
2261,211,76,Fall,2021,C+,2.70,completed,4,2024-10-03T23:12:40.6533333
2262,218,64,Spring,2021,A,4.00,completed,4,2025-02-05T23:12:40.6566667
2263,243,89,Fall,2021,A,4.00,completed,3,2024-09-17T23:12:40.6566667
2264,55,9,Spring,2023,C+,2.70,completed,4,2025-11-15T23:12:40.6600000
2265,271,66,Spring,2022,D,1.00,completed,0,2025-11-03T23:12:40.6600000
2266,147,38,Fall,2023,C+,2.70,completed,4,2025-04-18T23:12:40.6600000
2267,108,28,Spring,2022,D,1.00,completed,0,2025-09-13T23:12:40.6633333
2268,284,86,Fall,2022,D,1.00,completed,0,2025-01-27T23:12:40.6633333
2269,128,47,Spring,2022,D,1.00,completed,0,2025-08-25T23:12:40.6666667
2270,289,77,Fall,2021,A,4.00,completed,4,2025-03-28T23:12:40.6666667
2271,127,59,Spring,2022,D,1.00,completed,0,2024-12-12T23:12:40.6700000
2272,169,45,Spring,2023,C,2.00,completed,4,2025-11-15T23:12:40.6700000
2273,126,43,Spring,2024,D,1.00,completed,0,2025-05-26T23:12:40.6700000
2274,14,20,Spring,2024,A,4.00,completed,3,2024-12-17T23:12:40.6733333
2275,237,86,Fall,2023,C+,2.70,completed,5,2024-09-08T23:12:40.6733333
2276,64,16,Spring,2023,C+,2.70,completed,4,2025-08-14T23:12:40.6766667
2277,194,35,Fall,2024,B,3.00,completed,4,2025-01-29T23:12:40.6766667
2278,158,54,Spring,2023,B,3.00,completed,3,2024-12-13T23:12:40.6800000
2279,299,64,Spring,2022,C+,2.70,completed,4,2025-03-26T23:12:40.6800000
2280,117,1,Spring,2024,C+,2.70,completed,4,2025-04-08T23:12:40.6833333
2281,203,45,Spring,2023,D,1.00,completed,0,2024-10-14T23:12:40.6833333
2282,262,75,Spring,2021,C+,2.70,completed,4,2025-04-07T23:12:40.6866667
2283,49,11,Spring,2024,B,3.00,completed,4,2025-09-16T23:12:40.6866667
2284,118,22,Spring,2023,C+,2.70,completed,5,2025-01-17T23:12:40.6900000
2285,299,89,Fall,2021,D,1.00,completed,0,2025-10-31T23:12:40.6900000
2286,98,20,Fall,2022,C,2.00,completed,3,2025-07-23T23:12:40.6900000
2287,289,79,Fall,2021,B,3.00,completed,4,2024-09-02T23:12:40.6933333
2288,19,22,Spring,2021,C+,2.70,completed,5,2024-12-12T23:12:40.6933333
2289,244,65,Fall,2022,B,3.00,completed,4,2024-10-09T23:12:40.6966667
2290,121,52,Fall,2022,C+,2.70,completed,3,2024-09-12T23:12:40.6966667
2291,62,15,Fall,2022,A,4.00,completed,4,2025-11-05T23:12:40.7000000
2292,167,56,Fall,2023,A,4.00,completed,5,2025-04-07T23:12:40.7000000
2293,230,86,Spring,2024,C+,2.70,completed,5,2024-09-20T23:12:40.7000000
2294,296,61,Spring,2022,B+,3.50,completed,4,2025-06-28T23:12:40.7033333
2295,164,48,Fall,2021,D,1.00,completed,0,2025-10-10T23:12:40.7066667
2296,243,77,Fall,2022,A,4.00,completed,4,2025-05-16T23:12:40.7066667
2297,135,54,Fall,2023,C,2.00,completed,3,2024-07-28T23:12:40.7100000
2298,192,54,Spring,2022,C+,2.70,completed,3,2025-05-07T23:12:40.7100000
2299,69,15,Spring,2023,B+,3.50,completed,4,2025-09-16T23:12:40.7133333
2300,189,40,Fall,2021,C+,2.70,completed,4,2025-01-15T23:12:40.7133333
2301,101,30,Spring,2022,C+,2.70,completed,5,2025-03-28T23:12:40.7166667
2302,88,14,Spring,2022,C+,2.70,completed,3,2025-05-29T23:12:40.7200000
2303,228,87,Fall,2022,B,3.00,completed,5,2025-08-28T23:12:40.7200000
2304,128,31,Spring,2023,D,1.00,completed,0,2024-11-29T23:12:40.7200000
2305,156,48,Spring,2021,D,1.00,completed,0,2025-11-06T23:12:40.7233333
2306,213,66,Fall,2022,C,2.00,completed,4,2025-06-01T23:12:40.7233333
2307,121,45,Fall,2022,C,2.00,completed,4,2025-11-08T23:12:40.7266667
2308,173,55,Spring,2022,A,4.00,completed,3,2025-03-19T23:12:40.7266667
2309,31,2,Fall,2023,A,4.00,completed,4,2025-06-14T23:12:40.7300000
2310,105,17,Fall,2024,F,0.00,completed,0,2024-11-21T23:12:40.7300000
2311,298,75,Spring,2023,C+,2.70,completed,4,2025-01-04T23:12:40.7333333
2312,280,77,Spring,2021,C+,2.70,completed,4,2025-07-22T23:12:40.7333333
2313,39,19,Spring,2024,A,4.00,completed,4,2025-01-11T23:12:40.7366667
2314,196,46,Spring,2021,C,2.00,completed,4,2025-04-20T23:12:40.7366667
2315,92,15,Fall,2022,B+,3.50,completed,4,2025-08-18T23:12:40.7400000
2316,192,44,Spring,2024,C+,2.70,completed,3,2025-10-31T23:12:40.7400000
2317,246,76,Fall,2021,A,4.00,completed,4,2025-10-08T23:12:40.7400000
2318,12,22,Spring,2024,C+,2.70,completed,5,2024-09-29T23:12:40.7433333
2319,166,58,Fall,2024,C,2.00,completed,5,2025-02-16T23:12:40.7433333
2320,116,3,Spring,2021,B,3.00,completed,4,2025-08-05T23:12:40.7466667
2321,294,83,Spring,2021,C+,2.70,completed,5,2025-07-30T23:12:40.7466667
2322,169,58,Spring,2024,F,0.00,completed,0,2025-03-30T23:12:40.7500000
2323,217,79,Spring,2022,D,1.00,completed,0,2024-10-01T23:12:40.7500000
2324,165,43,Fall,2024,C+,2.70,completed,3,2025-06-08T23:12:40.7500000
2325,286,89,Fall,2022,B+,3.50,completed,3,2024-12-14T23:12:40.7566667
2326,284,70,Spring,2024,C+,2.70,completed,4,2024-11-20T23:12:40.7566667
2327,114,30,Spring,2024,B,3.00,completed,5,2025-05-08T23:12:40.7600000
2328,44,11,Spring,2022,C+,2.70,completed,4,2024-09-05T23:12:40.7600000
2329,223,67,Fall,2023,D,1.00,completed,0,2024-10-25T23:12:40.7600000
2330,74,26,Fall,2023,B,3.00,completed,5,2025-04-16T23:12:40.7633333
2331,126,47,Fall,2023,C,2.00,completed,4,2024-12-07T23:12:40.7633333
2332,25,9,Fall,2022,B,3.00,completed,4,2024-12-06T23:12:40.7666667
2333,110,12,Fall,2024,F,0.00,completed,0,2024-11-08T23:12:40.7666667
2334,96,30,Spring,2021,A,4.00,completed,5,2025-06-25T23:12:40.7700000
2335,4,11,Spring,2022,C+,2.70,completed,4,2025-01-10T23:12:40.7700000
2336,88,9,Fall,2024,F,0.00,completed,0,2025-11-20T23:12:40.7700000
2337,167,42,Fall,2022,F,0.00,completed,0,2024-11-28T23:12:40.7733333
2338,71,7,Fall,2022,C,2.00,completed,4,2025-01-12T23:12:40.7766667
2339,118,8,Spring,2021,B,3.00,completed,4,2024-12-28T23:12:40.7766667
2340,151,49,Fall,2024,D,1.00,completed,0,2024-10-30T23:12:40.7800000
2341,202,33,Fall,2023,C+,2.70,completed,4,2025-07-14T23:12:40.7800000
2342,47,29,Fall,2021,C,2.00,completed,5,2025-11-15T23:12:40.7800000
2343,291,84,Spring,2021,D,1.00,completed,0,2024-12-10T23:12:40.7833333
2344,20,1,Spring,2022,C,2.00,completed,4,2025-02-18T23:12:40.7833333
2345,273,84,Spring,2021,C+,2.70,completed,3,2024-12-08T23:12:40.7833333
2346,12,25,Fall,2021,C+,2.70,completed,5,2024-10-24T23:12:40.7866667
2347,156,57,Spring,2023,C+,2.70,completed,5,2024-09-10T23:12:40.7866667
2348,299,61,Fall,2023,B,3.00,completed,4,2025-05-08T23:12:40.7900000
2349,6,23,Spring,2021,C,2.00,completed,3,2025-10-09T23:12:40.7933333
2350,38,13,Fall,2023,C,2.00,completed,3,2025-06-17T23:12:40.7933333
2351,118,24,Fall,2023,C,2.00,completed,3,2025-06-29T23:12:40.7933333
2352,64,26,Spring,2022,B+,3.50,completed,5,2024-08-23T23:12:40.7966667
2353,283,79,Fall,2023,C+,2.70,completed,4,2024-08-01T23:12:40.8000000
2354,15,29,Fall,2021,C+,2.70,completed,5,2024-10-13T23:12:40.8000000
2355,227,85,Spring,2024,D,1.00,completed,0,2025-09-15T23:12:40.8000000
2356,258,64,Spring,2022,C,2.00,completed,4,2025-01-09T23:12:40.8000000
2357,165,50,Spring,2021,C,2.00,completed,4,2024-08-31T23:12:40.8033333
2358,78,12,Fall,2023,C+,2.70,completed,4,2025-03-17T23:12:40.8066667
2359,71,9,Fall,2023,B,3.00,completed,4,2025-07-20T23:12:40.8066667
2360,240,78,Spring,2021,B,3.00,completed,3,2025-03-15T23:12:40.8100000
2361,45,10,Spring,2022,C+,2.70,completed,4,2025-01-15T23:12:40.8100000
2362,69,16,Spring,2022,D,1.00,completed,0,2025-07-05T23:12:40.8133333
2363,172,55,Spring,2023,B,3.00,completed,3,2024-09-07T23:12:40.8133333
2364,32,17,Fall,2022,B+,3.50,completed,3,2025-01-26T23:12:40.8166667
2365,101,8,Fall,2022,C+,2.70,completed,4,2025-02-17T23:12:40.8166667
2366,144,46,Spring,2021,C+,2.70,completed,4,2025-02-12T23:12:40.8200000
2367,110,2,Fall,2021,B+,3.50,completed,4,2025-10-27T23:12:40.8200000
2368,60,1,Spring,2022,A,4.00,completed,4,2024-09-27T23:12:40.8233333
2369,288,90,Spring,2024,C+,2.70,completed,5,2025-01-12T23:12:40.8233333
2370,165,60,Spring,2021,C,2.00,completed,5,2024-11-21T23:12:40.8266667
2371,151,57,Fall,2022,D,1.00,completed,0,2025-06-24T23:12:40.8266667
2372,227,77,Fall,2023,C,2.00,completed,4,2024-11-06T23:12:40.8300000
2373,198,56,Fall,2023,C+,2.70,completed,5,2025-05-31T23:12:40.8300000
2374,18,9,Spring,2022,C+,2.70,completed,4,2025-06-20T23:12:40.8333333
2375,133,46,Spring,2024,B,3.00,completed,4,2024-12-28T23:12:40.8333333
2376,254,72,Fall,2021,A,4.00,completed,4,2025-03-05T23:12:40.8366667
2377,13,14,Spring,2021,F,0.00,completed,0,2025-05-14T23:12:40.8366667
2378,73,17,Spring,2023,F,0.00,completed,0,2025-10-24T23:12:40.8400000
2379,140,43,Fall,2023,B+,3.50,completed,3,2025-11-29T23:12:40.8400000
2380,189,59,Fall,2022,D,1.00,completed,0,2024-11-11T23:12:40.8400000
2381,42,1,Fall,2021,C+,2.70,completed,4,2024-12-08T23:12:40.8433333
2382,23,8,Spring,2022,D,1.00,completed,0,2025-10-25T23:12:40.8433333
2383,105,12,Spring,2024,B,3.00,completed,4,2025-05-27T23:12:40.8466667
2384,58,19,Fall,2024,C+,2.70,completed,4,2024-10-12T23:12:40.8466667
2385,34,14,Spring,2021,A,4.00,completed,3,2025-09-06T23:12:40.8500000
2386,254,88,Spring,2023,C,2.00,completed,5,2025-09-11T23:12:40.8500000
2387,6,7,Fall,2022,C+,2.70,completed,4,2025-06-25T23:12:40.8500000
2388,263,65,Fall,2021,A,4.00,completed,4,2025-01-01T23:12:40.8533333
2389,220,65,Fall,2021,B+,3.50,completed,4,2025-03-12T23:12:40.8533333
2390,21,7,Spring,2022,C+,2.70,completed,4,2025-06-19T23:12:40.8566667
